name;speicher;leistung;lat;long
Böblingen;SENEC Home V3 hybrid dou - 10 kWh;9.75;48.6762593;8.9773145
Ofterdingen;SENEC Home V3 hybrid dou - 5.0 kWh;9;48.4203321;9.0317372
Garching;SENEC Home V3 hybrid -5.0 kWh;5.25;48.2398824;11.630583
Nagold;SENEC Home V3 hybrid dou - 5.0 kWh;6.75;48.5294345;8.7217053
Eislingen;SENEC Home V3 hybrid dou - 7.5 kWh;9.75;48.7023247;9.7120357
Obersulm;SENEC Home V3 hybrid -5.0 kWh;5.25;49.1356314;9.391606
Winnenden;SENEC Home V3 hybrid dou - 10 kWh;10.5;48.8750046;9.397142299999999
Icking;SENEC Home V3 hybrid dou - 7.5 kWh;11.25;47.9441316;11.4237607
Eggstätt;SENEC Home V3 hybrid dou - 10 kWh;11.625;47.9339892;12.3819356
Germering;SENEC Home V3 hybrid dou - 10 kWh;11.625;48.13169389999999;11.3556855
Backnang;E3DC S10 E 10.00 kWh;8.25;48.9489037;9.433109
Grattersdorf;SENEC Home V3 hybrid dou - 10 kWh;10.5;48.8044368;13.1518797
Mainburg;SENEC Home V3 hybrid dou - 7.5 kWh;9.75;48.6502315;11.7751605
Pfrungen;SENEC Home V3 hybrid dou - 7.5 kWh;7.5;47.8724778;9.3981546
Egmating;SENEC Home V3 hybrid dou - 10 kWh;10.125;48.004597;11.7970066
Langenzenn;SENEC Home V3 hybrid dou - 5.0 kWh;6.75;49.48626729999999;10.7650387
Harburg;SENEC Home V3 hybrid dou - 7.5 kWh;9;48.7782454;10.6810807
Schwanstetten;SENEC Home V3 hybrid dou - 5.0 kWh;6.75;49.3007529;11.1217674
Marzling;SENEC Home V3 hybrid dou - 5.0 kWh;6;48.410253;11.7937314
Frontenhausen;SENEC Home V3 hybrid dou - 7.5 kWh;6;48.5446789;12.5259481
Böbingen;SENEC Home V3 hybrid dou - 7.5 kWh;9.75;48.82173909999999;9.916113099999999
Hohenlinden;SENEC Home V3 hybrid -5.0 kWh;5.25;48.15738;11.9966063
Kaufbeuren;SENEC Home V3 hybrid dou - 10 kWh;21;47.8830175;10.625966
Roßhaupten;SENEC Home V3 hybrid -5.0 kWh;5.25;47.6548697;10.7187438
Stuttgart;SENEC Home V3 hybrid -7.5 kWh;5.25;48.7298143;9.099952199999999
Schwieberdingen;SENEC Home V3 hybrid -2.5 kWh;3.75;48.8807971;9.0813174
Ölbrunn;SENEC Home V3 hybrid dou - 5.0 kWh;8.25;48.9561517;8.7531415
Aalen;SENEC Home V3 hybrid -5.0 kWh;4.875;48.82466729999999;10.172062
Dormitz;SENEC Home V3 hybrid dou - 7.5 kWh;9.75;49.5968703;11.1185255
Ravensburg;SENEC Home V3 hybrid dou - 5.0 kWh;7.5;47.7723014;9.547377
Gruibingen;SENEC Home V3 hybrid dou - 7.5 kWh;6;48.5957839;9.641191
Leutershausen;SENEC Home V3 hybrid -2.5 kWh;3.75;49.28554010000001;10.380519
Putzbrunn;SENEC Home V3 hybrid dou - 5.0 kWh;7.5;48.0861692;11.7054427
Filderstadt;SENEC Home V3 hybrid -5.0 kWh;5.25;48.6628873;9.209481799999999
Unterschleissheim;SENEC Home V3 hybrid dou - 5.0 kWh;6;48.28411999999999;11.5672
Grassau;SENEC Home V3 hybrid dou - 10 kWh;9;47.77835340000001;12.4518923
Gottfrieding;SENEC Home V3 hybrid dou - 10 kWh;9.75;48.6444878;12.542159
Prine;SENEC Home V3 hybrid dou - 10 kWh;9.75;47.8561815;12.3490983
Adelsheim;SENEC Home V3 hybrid dou - 7.5 kWh;6.75;49.3806923;9.3950868
Waldkirchen;SENEC Home V3 hybrid dou - 7.5 kWh;6;48.7291338;13.6009117
Herrenberg;SENEC Home V3 hybrid -5.0 kWh;4.5;48.5879291;8.879328
Freising;SENEC Home V3 hybrid dou - 7.5 kWh;6;48.3827885;11.7631748
Eislingen;SENEC Home V3 hybrid dou - 5.0 kWh;6.75;48.7023247;9.7120357
Schwäbisch-Gmünd;SENEC Home V3 hybrid dou - 5.0 kWh;9.75;48.8321222;9.8173747
Neckartailfingen;RCT POWER BATTERY DC 5.7;6;48.6130381;9.2635661
Korntal-Münschingen;SENEC Home V3 hybrid dou - 10 kWh;9.75;48.8491293;9.096806299999999
Siegenburg;SENEC Home V3 hybrid dou - 10 kWh;10.5;48.7536976;11.8485704
Schwabach;SENEC Home V3 hybrid dou - 7.5 kWh;9.75;49.3288905;11.0244827
Wittlensweiler;SENEC Home V3 hybrid dou - 5.0 kWh;9.75;48.4709385;8.4482454
Haar;SENEC Home V3 hybrid dou - 10 kWh;11.25;48.1138009;11.7301734
Kirchheim;E3DC S10 E 10.00 kWh;10.5;48.6425125;9.459418399999999
Fronreute (staigl);SENEC Home V3 hybrid dou - 7.5 kWh;9.75;47.8536644;9.6016797
Waldkirchen;SENEC Home V3 hybrid -5.0 kWh;9;48.7291338;13.6009117
Höhenkirchen;SENEC Home V3 hybrid dou - 10 kWh;6.75;48.0194894;11.7190903
Starnberg;SENEC Home V3 hybrid dou - 5.0 kWh;7.5;47.9999615;11.3390089
Neusitz;SENEC Home V3 hybrid -5.0 kWh;5.25;49.3756464;10.2336475
Donauwörth;SENEC Home V3 hybrid dou - 7.5 kWh;7.875;48.7294382;10.7681167
Diedorf;SENEC Home V3 hybrid dou - 5.0 kWh;6;48.3657937;10.7601848
Freiberg am Neckar;RCT POWER BATTERY DC 5.7;6.75;48.9331891;9.188515299999999
Neubeuern;SENEC Home V3 hybrid dou - 7.5 kWh;9;47.7800564;12.1416329
Stuttgart;SENEC Home V3 hybrid dou - 5.0 kWh;6.75;48.8096645;9.241519199999999
Burgoberbach;SENEC Home V3 hybrid dou - 5.0 kWh;6;49.2369601;10.5923182
Kirchheim;RCT POWER BATTERY DC 9.6;7.875;48.6425125;9.459418399999999
D-Tal;SENEC Home V3 hybrid dou - 7.5 kWh;6.75;47.7825657;9.3910438
Neusitz;SENEC Home V3 hybrid -2.5 kWh;3.75;49.3756464;10.2336475
Gersthofen;SENEC Home V3 hybrid dou - 10 kWh;12.75;48.4261235;10.8160577
Kauernhofen;SENEC Home V3 hybrid dou - 10 kWh;20.25;49.7676295;11.0816873
Jettingen;Fenecon 5.1 kWh;9;48.56952099999999;8.778521099999999
Wendelstein;SENEC Home V3 hybrid -5.0 kWh;3.75;49.3447047;11.1695549
Untermarchtal;RCT POWER BATTERY DC 11.5;9;48.2418012;9.6118682
Raisting;SENEC Home V3 hybrid -5.0 kWh;4.875;47.9112932;11.1132586
Garching;SENEC Home V3 hybrid -2.5 kWh;3;48.1338878;12.5806409
Bad Salgau;SENEC Home V3 hybrid dou - 10 kWh;8.25;48.0147205;9.5002
Mering;Fenecon 7.7kWh;8.625;48.2669806;11.0031575
Pauschendorf;SENEC Home V3 hybrid dou - 5.0 kWh;7.125;49.5257746;10.8307871
Hauzenberg;SENEC Home V3 hybrid dou - 5.0 kWh;6.75;48.6546072;13.6483247
Falkenberg;SENEC Home V3 hybrid dou - 7.5 kWh;9.75;48.4625117;12.7301465
München;SENEC Home V3 hybrid -5.0 kWh;4.5;48.1461738;11.4370982
Sachsen bei Ansbach;SENEC Home V3 hybrid dou - 10 kWh;10.5;49.288588;10.6613236
Oberasbach;SENEC Home V3 hybrid dou - 7.5 kWh;7.125;49.4325206;10.9711906
Kolbermoor;SENEC Home V3 hybrid -5.0 kWh;5.25;47.8483311;12.0611921
Burgoberbach;SENEC Home V3 hybrid dou - 7.5 kWh;9;49.2369601;10.5923182
Obersüßbach;SENEC Home V3 hybrid dou - 10 kWh;9.75;48.6099036;11.9441166
Ostfildern;SENEC Home V3 hybrid -5.0 kWh;4.5;48.7145823;9.258490799999999
Ostfildern;SENEC Home V3 hybrid -5.0 kWh;4.5;48.7145823;9.258490799999999
Tettnang;SENEC Home V3 hybrid dou - 10 kWh;9;47.6460495;9.629923999999999
Tettnang;SENEC Home V3 hybrid dou - 7.5 kWh;7.5;47.6460495;9.629923999999999
Untergriesbach;SENEC Home V3 hybrid dou - 7.5 kWh;9;48.5751183;13.6681864
Heiterbach;SENEC Home V3 hybrid dou - 10 kWh;9.75;48.52831118493654;8.655785955670131
Heiterbach;SENEC Home V3 hybrid dou - 5.0 kWh;9.75;48.52831118493654;8.655785955670131
Peiting;SENEC Home V3 hybrid dou - 7.5 kWh;7.5;47.7878785;10.9268827
Henfenfeld;SENEC Home V3 hybrid dou - 7.5 kWh;9;49.5002822;11.3922923
Schönaich;RCT POWER BATTERY DC 7.6;#WERT!;48.6595376;9.061313
Schönaich;RCT POWER BATTERY DC 7.6;10.5;48.6595376;9.061313
Aalen;SENEC Home V3 hybrid dou - 7.5 kWh;6.75;48.82466729999999;10.172062
Unterschwaningen;SENEC Home V3 hybrid dou - 7.5 kWh;9;49.0945444;10.6221291
Schlaitdorf;SENEC Home V3 hybrid dou - 5.0 kWh;7.5;48.6045723;9.2244362
Hochdorf;SENEC Home V3 hybrid dou - 5.0 kWh;9;48.6971758;9.4713598
Wolfratshausen;SENEC Home V3 hybrid dou - 10 kWh;29.625;47.9102296;11.4274164
Ingolstadt;SENEC Home V3 hybrid dou - 10 kWh;9.75;48.7913836;11.4379428
Weil im Schönbuch;SENEC Home V3 hybrid -2.5 kWh;3.375;48.613717;9.0657204
Pfronstetten;SENEC Home V3 hybrid dou - 5.0 kWh;9;48.2776872;9.3606014
Stadtbergen;RCT POWER BATTERY DC 11.5;12.75;48.3640898;10.831458
Lenningen;SENEC Home V3 hybrid dou - 5.0 kWh;9;48.5552959;9.468307300000001
Biberach;SENEC Home V3 hybrid dou - 7.5 kWh;9.75;48.0951473;9.7901525
Germering;SENEC Home V3 hybrid dou - 10 kWh;9;48.13169389999999;11.3556855
Hattenhofen;SENEC Home V3 hybrid dou - 7.5 kWh;9;48.6691464;9.565006499999999
Bühlerzell;SENEC Home V3 hybrid -5.0 kWh;4.5;49.00228629999999;9.918505699999999
Ingolstadt;SENEC Home V3 hybrid -7.5 kWh;6;48.7667395;11.4226498
Hauzenberg;SENEC Home V3 hybrid dou - 5.0 kWh;6.75;48.6546072;13.6483247
Kaisheim;SENEC Home V3 hybrid -5.0 kWh;5.25;48.7710618;10.7576408
Grafenau;SENEC Home V3 hybrid dou - 5.0 kWh;6.75;48.7144885;8.9121197
Hechingen;SENEC Home V3 hybrid dou - 5.0 kWh;7.5;48.3581716;8.98394
Rückerdorf;SENEC Home V3 hybrid dou - 5.0 kWh;7.5;49.4976636;11.2428896
Leutershausen;SENEC Home V3 hybrid dou - 7.5 kWh;7.5;49.28554010000001;10.380519
Spalt;SENEC Home V3 hybrid -5.0 kWh;6.375;49.18439189999999;10.9174324
Adelsdorf;SENEC Home V3 hybrid dou - 7.5 kWh;7.5;49.7001619;10.9022429
Frankfurt;Alpha ESS Smile-HI10 7.8 kw/h;12.75;50.0975161;8.5906678
Wolfratshausen;SENEC Home V3 hybrid -7.5 kWh;5.25;47.9139845;11.4245772
Balingen;SENEC Home V3 hybrid -2.5 kWh;3.75;48.26782679999999;8.8545505
Schönaich;SENEC Home V3 hybrid -5.0 kWh;6.375;48.6595376;9.061313
Hechingen;SENEC Home V2.1 - 10 kWh;29.625;48.3581716;8.98394
Hechingen;SENEC Home V3 hybrid dou - 7.5 kWh;7.125;48.3581716;8.98394
Hauzenberg;SENEC Home V3 hybrid dou - 7.5 kWh;6.75;48.6546072;13.6483247
Meitingen;SENEC Home V3 hybrid dou - 7.5 kWh;9.75;48.53890029999999;10.85298
Tübingen;SENEC Home V3 hybrid -5.0 kWh;6.75;48.4936788;9.052605999999999
Bogen;SENEC Home V3 hybrid dou - 7.5 kWh;9.75;48.9200636;12.6814185
München;SENEC Home V3 hybrid -5.0 kWh;4.5;48.13077939999999;11.490008
Aichtal;SENEC Home V3 hybrid -5.0 kWh;4.5;48.62489739999999;9.241857399999999
Burgoberbach;SENEC Home V3 hybrid dou - 10 kWh;19.875;49.2369601;10.5923182
Trunkelsberg;SENEC Home V3 hybrid dou - 5.0 kWh;9;48.0019107;10.2159846
Hausham;SENEC Home V3 hybrid dou - 7.5 kWh;8.625;47.7579667;11.8243385
Schwäbisch Gmünd;SENEC Home V3 hybrid dou - 7.5 kWh;10.125;48.79376850000001;9.798885199999999
Schönaich;SENEC Home V3 hybrid dou - 5.0 kWh;9;48.6595376;9.061313
Künzelsau;SENEC Home V3 hybrid dou - 7.5 kWh;8.25;49.2841494;9.690929599999999
Erdmannhausen;SENEC Home V3 hybrid dou - 10 kWh;10.875;48.9424839;9.2961669
Oberreichenbach;SENEC Home V3 hybrid dou - 7.5 kWh;12;48.7469873;8.6493127
Bretzfeld;SENEC Home V3 hybrid dou - 5.0 kWh;7.5;49.1732759;9.430312299999999
Lenningen;SENEC Home V3 hybrid -5.0 kWh;6.75;48.5552959;9.468307300000001
Deizisau;SENEC Home V3 hybrid dou - 10 kWh;10.875;48.7119155;9.387044999999999
Altdorf;SENEC Home V3 hybrid dou - 5.0 kWh;9;48.6033543;9.0050434
Kaufbeuern;SENEC Home V3 hybrid -5.0 kWh;6.75;47.8830175;10.625966
Weil der Stadt;SENEC Home V3 hybrid -5.0 kWh;5.625;48.7515726;8.8544372
Lorch;SENEC Home V3 hybrid dou - 10 kWh;13.5;48.79648599999999;10.0311214
Albsstadt;SENEC Home V3 hybrid dou - 10 kWh;9.75;48.2759019;9.0082162
Böblingen;SENEC Home V3 hybrid dou - 10 kWh;9.75;48.6762593;8.9773145
Riedstadt;SENEC Home V3 hybrid dou - 7.5 kWh;8.25;49.8431788;8.4671693
Albershausen;SENEC Home V3 hybrid dou - 10 kWh;9.75;48.6914289;9.565043099999999
Leutkirch;SENEC Home V2.1 - 5.0 kWh;7.125;47.8226062;10.0064024
Gladenbach;SENEC Home V3 hybrid dou - 7.5 kWh;9;50.7598385;8.573839
Köln;SENEC Home V3 hybrid dou - 10 kWh;12;50.93875;7.082491399999999
Heidesheim;SENEC Home V3 hybrid -5.0 kWh;6.375;49.9950324;8.1137217
Eislingen Fils;SENEC Home V3 hybrid -5.0 kWh;6;48.7023247;9.7120357
Stuttgart;SENEC Home V3 hybrid -5.0 kWh;7.125;48.8130331;9.1044082
Aalen;SENEC Home V3 hybrid dou - 5.0 kWh;7.5;48.870622;10.0233878
Vohenstrauß;SENEC Home V3 hybrid -2.5 kWh;3.75;49.617464;12.329339
Aichtal;RCT POWER BATTERY DC 7.6;9;48.62489739999999;9.241857399999999
Steinheim an der Murr;SENEC Home V3 hybrid -5.0 kWh;4.5;48.9691889;9.276239700000001
Ostfildern;SENEC Home V3 hybrid -7.5 kWh;10.125;48.7287991;9.2585976
Wegscheid;SENEC Home V3 hybrid dou - 7.5 kWh;7.5;48.6005902;13.7859017
Vaihingen an der Enz;RCT POWER BATTERY DC 5.7;6.75;48.9456327;8.9670738
Vaihingen an der Enz;RCT POWER BATTERY DC 5.7;6.75;48.9456327;8.9670738
Schwäbisch Gmünd;SENEC Home V3 hybrid dou - 7.5 kWh;12;48.8321222;9.8173747
Ebersbach an der Fils;SENEC Home V3 hybrid -5.0 kWh;6;48.71920249999999;9.511021099999999
Irlbach a.d. Donau;SENEC Home V3 hybrid -5.0 kWh;5.625;48.8411005;12.7514762
Obersöchering;SENEC Home V3 hybrid dou - 10 kWh;15.75;47.74375819999999;11.2260331
Waiblingen;SENEC Home V3 hybrid dou - 5.0 kWh;7.125;48.8293399;9.3329481
Kohlberg;SENEC Home V3 hybrid -2.5 kWh;3.75;49.6090498;12.0196638
Schwabach;SENEC Home V3 hybrid -5.0 kWh;6;49.3288905;11.0244827
Ebermannstadt;SENEC Home V3 hybrid dou - 7.5 kWh;13.125;49.78155650000001;11.1790693
München;SENEC Home V3 hybrid dou - 7.5 kWh;9.75;48.1640467;11.4345083
Kirchroth;SENEC Home V3 hybrid -5.0 kWh;6;48.95444699999999;12.5394407
Emmering;SENEC Home V3 hybrid -5.0 kWh;4.5;47.9969486;12.0556772
Traunreut;SENEC Home V3 hybrid -5.0 kWh;6;47.9527301;12.5768605
Plüderhausen;SENEC Home V3 hybrid -2.5 kWh;4.5;48.79721019999999;9.6086365
Unterhaching;SENEC Home V3 hybrid dou - 10 kWh;18.375;48.0650187;11.6175944
Taufkirchen;SENEC Home V3 hybrid dou - 7.5 kWh;11.625;48.0389787;11.6265608
Lenggries;SENEC Home V3 hybrid -5.0 kWh;5.25;47.5572156;11.5455631
Aalen;SENEC Home V3 hybrid -5.0 kWh;4.5;48.870622;10.0233878
Freilassing;SENEC Home V3 hybrid -5.0 kWh;5.25;47.8480123;12.9707896
Ruhstorf a. d. Rott;SENEC Home V3 hybrid -5.0 kWh;6.75;48.4847627;13.2762956
Farchant;SENEC Home V3 hybrid dou - 10 kWh;9.75;47.5286738;11.1342039
Feuchtwangen;SENEC Home V3 hybrid dou - 7.5 kWh;12;49.1666761;10.3365884
Furth im Wald;SENEC Home V3 hybrid dou - 10 kWh;49.875;49.3101132;12.8387951
Horb am Neckar;SENEC Home V3 hybrid dou - 10 kWh;19.875;48.4544359;8.6481543
Süßen;SENEC Home V3 hybrid dou - 10 kWh;17.625;48.6739893;9.7475399
Esslingen;SENEC Home V3 hybrid dou - 10 kWh;8.25;48.7271837;9.3526316
Schwanstetten;SENEC Home V3 hybrid dou - 7.5 kWh;12.75;49.3007529;11.1217674
Sindelfingen;SENEC Home V3 hybrid dou - 10 kWh;11.625;48.70781059999999;8.9618345
Norheim;SENEC Home V3 hybrid -5.0 kWh;5.25;49.1118628;9.1173279
Alling;Alpha ESS Smile-HI10 15.6 kw/h;6.75;48.14081239999999;11.2995637
Oberreichenbach;SENEC Home V3 hybrid dou - 10 kWh;11.25;49.5937153;10.7726007
Auenwald;SENEC Home V3 hybrid -2.5 kWh;6;48.9333621;9.5234424
Pfreimd;SENEC Home V3 hybrid dou - 10 kWh;11.625;49.49400199999999;12.1818588
Geiselhöring;SENEC Home V3 hybrid -5.0 kWh;4.5;48.8290596;12.3939088
Anger;Alpha ESS Smile-HI10 15.6 kw/h;9.75;47.8013487;12.8651896
Neubulach;SENEC Home V3 hybrid -5.0 kWh;4.5;48.658786;8.6793216
Freilassing;SENEC Home V3 hybrid dou - 7.5 kWh;6.75;47.8480123;12.9707896
Zirndorf;SENEC Home V3 hybrid -5.0 kWh;4.875;49.4428638;10.9613504
Puchheim;SENEC Home V3 hybrid dou - 10 kWh;10.875;48.16322570000001;11.3421615
Puchheim;SENEC Home V3 hybrid -5.0 kWh;3;48.16322570000001;11.3421615
Dietenheim;SENEC Home V3 hybrid dou - 7.5 kWh;7.125;48.2121085;10.0715815
Heidenheim an der Brenz;SENEC Home V3 hybrid dou - 7.5 kWh;7.5;48.70670399999999;10.1626906
Neuhausen;SENEC Home V3 hybrid -5.0 kWh;6;48.68298710000001;9.273766199999999
Ammerndorf;SENEC Home V3 hybrid -5.0 kWh;6.75;49.4210933;10.8529109
Lindlar;SENEC Home V3 hybrid -5.0 kWh;6.375;51.02179899999999;7.349167299999999
Freihung;SENEC Home V2.1 - 5.0 kWh;5.25;49.6201476;11.9135676
Abtsgmünd;RCT POWER BATTERY DC 9.6;13.5;48.8910782;10.001692
Kirchentellinsfurt;SENEC Home V3 hybrid -5.0 kWh;9;48.5423324;9.1382919
Weilheim in Oberbayern;SENEC Home V3 hybrid -5.0 kWh;5.625;47.84223670000001;11.1427463
Ostfildern;SENEC Home V3 hybrid dou - 7.5 kWh;8.625;48.7145823;9.258490799999999
Schwäbisch Gmünd;SENEC Home V3 hybrid -5.0 kWh;4.5;48.7899913;9.8723672
Plüderhausen;SENEC Home V3 hybrid -5.0 kWh;5.25;48.79721019999999;9.6086365
Holzgerlingen;E3DC S 10 E 6.5 kwh;7.125;48.6427688;9.0176454
Sauldorf;SENEC Home V3 hybrid -5.0 kWh;6;47.9439685;9.1082424
Eppstein;SENEC Home V3 hybrid -2.5 kWh;4.5;50.1449687;8.3673263
Hattersheim a. M;SENEC Home V3 hybrid -2.5 kWh;4.5;50.05358469999999;8.4848511
Rodgau;Alpha ESS Smile-HI10 15.6;16.875;50.0179133;8.8902931
Enzweihingen;SENEC Home V3 hybrid -5.0 kWh;6.375;48.9166651;8.9803342
Hördt;SENEC Home V3 hybrid -7.5 kWh;6;49.1663637;8.326980599999999
Gäufelden;SENEC Home V3 hybrid dou - 7.5 kWh;9.75;48.5558483;8.837527500000002
Dachsbach;SENEC Home V3 hybrid dou - 10 kWh;9;49.6380578;10.7078935
Kuchen;SENEC Home V3 hybrid -5.0 kWh;5.25;48.6391303;9.8001421
Donaustauf;SENEC Home V3 hybrid -2.5 kWh;3;49.0324436;12.2073717
Kaufbeuren;SENEC Home V3 hybrid dou - 5.0 kWh;6;47.8830175;10.625966
Waldkirchen;SENEC Home V3 hybrid dou - 10 kWh;10.5;48.7291338;13.6009117
Horgau;E3DC S 10 E 12.0 kwh;10.5;48.3955184;10.6833543
Schechen;SENEC Home V3 hybrid dou - 10 kWh;14.625;47.9270748;12.1242777
Nittenau;SENEC Home V3 hybrid -5.0 kWh;5.625;49.1951228;12.2680695
Karlsfeld;SENEC Home V3 hybrid -5.0 kWh;6.375;48.2290733;11.4744386
Maisach;SENEC Home V3 hybrid dou - 10 kWh;10.5;48.2283854;11.2435757
Aichtal;SENEC Home V3 hybrid dou - 7.5 kWh;5.25;48.62489739999999;9.241857399999999
Nabburg;SENEC Home V3 hybrid -5.0 kWh;7.125;49.4483551;12.1716014
Stephanskirchen;SENEC Home V3 hybrid -5.0 kWh;4.875;47.8601056;12.1838269
Raubling;SENEC Home V3 hybrid dou - 10 kWh;8.25;47.7915891;12.075049
Bad Endorf;SENEC Home V3 hybrid -5.0 kWh;6;47.90666150000001;12.3101231
Überlingen;SENEC Home V3 hybrid dou - 10 kWh;10.5;47.7654618;9.1450009
Wannweil;SENEC Home V3 hybrid -5.0 kWh;5.25;48.5108538;9.1535604
Geretsried;SENEC Home V3 hybrid dou - 5.0 kWh;7.5;47.8552232;11.4871747
Metten;SENEC Home V3 hybrid -5.0 kWh;6;48.8562416;12.9130877
Puchheim;SENEC Home V3 hybrid -5.0 kWh;4.5;48.16322570000001;11.3421615
Fürstenfeldbruck;SENEC Home V3 hybrid dou - 7.5 kWh;9;48.17870689999999;11.23683
Breitbrunn;SENEC Home V3 hybrid -10 kWh;6.75;47.8895151;12.3975442
Lorch;SENEC Home V3 hybrid dou - 7.5 kWh;9.75;48.8072283;9.6704159
Teublitz;SENEC Home V3 hybrid -5.0 kWh;6;49.220674;12.0848844
Bruckmühl;SENEC Home V3 hybrid -7.5 kWh;6.75;47.8760097;11.9399211
Baierbrunn;RCT POWER BATTERY DC 11.5;11.25;48.01869139999999;11.4803158
Burgoberbach;SENEC Home V2.1 - 10 kWh;20.25;49.2369601;10.5923182
Augsburg;SENEC Home V3 hybrid dou - 7.5 kWh;9;48.3815038;10.9397471
Winnenden;SENEC Home V3 hybrid -5.0 kWh;4.5;48.8750046;9.397142299999999
Mittenwald;SENEC Home V3 hybrid dou - 5.0 kWh;8.625;47.441269;11.264054
Stuttgart;SENEC Home V3 hybrid dou - 5.0 kWh;9.75;48.7298143;9.099952199999999
Tutzing;SENEC Home V3 hybrid dou - 7.5 kWh;6.375;47.895911;11.2543569
Stephansposching;SENEC Home V3 hybrid -5.0 kWh;6.75;48.8166422;12.80241
Bissingen;SENEC Home V3 hybrid dou - 7.5 kWh;10.5;48.6006493;9.491481499999999
Flonheim;Alpha ESS Smile-HI10 7.8 kwh;9.375;49.78433769999999;8.0359962
Neuffen;SENEC Home V3 hybrid -5.0 kWh;8.25;48.5537143;9.371984699999999
Saaldorf-Surheim;SENEC Home V3 hybrid -5.0 kWh;4.5;47.87696769999999;12.9372303
Schnaittenbach;SENEC Home V3 hybrid dou - 7.5 kWh;9.75;49.543133;11.9989964
Eppertshausen;SENEC Home V3 hybrid dou - 10 kWh;10.875;49.95279780000001;8.8630177
Waltenhofen;SENEC Home V3 hybrid -5.0 kWh;5.625;47.6505288;10.2616184
Tübingen;SENEC Home V3 hybrid -5.0 kWh;3.375;48.5226576;9.0047096
Neuhausen a.d. Fildern;E3DC S 10 E 12.0 kwh;7.5;48.68298710000001;9.273766199999999
Ingolstadt;SENEC Home V3 hybrid dou - 7.5 kWh;10.125;48.7505672;11.4578898
Egelsbach;SENEC Home V3 hybrid dou - 7.5 kWh;10.5;49.9674991;8.669451400000002
Magstadt;SENEC Home V3 hybrid dou - 10 kWh;22.5;48.7473056;8.974406499999999
Appenheim;SENEC Home V3 hybrid dou - 7.5 kWh;6.75;49.9303579;8.0328837
Penzberg;RCT POWER BATTERY DC 11.5;9;47.75612;11.3698021
Burghausen;SENEC Home V3 hybrid dou - 10 kWh;9;48.1671386;12.821733
Zirndorf;SENEC Home V3 hybrid dou - 5.0 kWh;7.875;49.4428638;10.9613504
Röthenbach;SENEC Home V3 hybrid -5.0 kWh;5.25;49.4325206;10.9711906
Isen;SENEC Home V3 hybrid -5.0 kWh;4.5;48.2112615;12.0571467
Aiterhofen;SENEC Home V3 hybrid dou - 5.0 kWh;7.5;48.8450742;12.619974
Böbingen;SENEC Home V3 hybrid dou - 7.5 kWh;7.5;48.82173909999999;9.916113099999999
Stuttgart;RCT POWER BATTERY DC 5.7;5.625;48.7483277;9.089917999999999
Deizisau;SENEC Home V3 hybrid -5.0 kWh;9;48.7119155;9.387044999999999
Schelklingen;SENEC Home V3 hybrid -5.0 kWh;4.5;48.3735177;9.7362731
München;SENEC Home V3 hybrid dou - 10 kWh;18;48.0843392;11.4945444
Schorndorf;SENEC Home V3 hybrid dou - 10 kWh;8.25;48.778341;9.531029499999999
Neufra;SENEC Home V3 hybrid -5.0 kWh;8.25;48.2487956;9.182877099999999
Immenstaad;SENEC Home V3 hybrid -5.0 kWh;5.625;47.6655273;9.364130699999999
Nürnberg;SENEC Home V3 hybrid dou - 7.5 kWh;7.875;49.3715268;11.0785899
Schorndorf;SENEC Home V3 hybrid dou - 10 kWh;14.25;48.778341;9.531029499999999
Leinfelden-Echterdingen;E3DC S 10 E 9.75 kwh;8.25;48.6885983;9.141026499999999
Buch am Erlbach;SENEC Home V3 hybrid -5.0 kWh;6.75;48.4445744;12.0433768
Graibingen;E3DC S 10 E 12.0 kwh;18.75;48.5957839;9.641191
Deizisau;SENEC Home V3 hybrid -5.0 kWh;6;48.7119155;9.387044999999999
Deizisau;SENEC Home V3 hybrid dou - 5.0 kWh;9;48.7119155;9.387044999999999
Rohr;SENEC Home V3 hybrid dou - 7.5 kWh;8.25;49.3412784;10.8888964
Stockheim;SENEC Home V3 hybrid -5.0 kWh;4.5;50.3067714;11.281644
Gräfelfing;SENEC Home V3 hybrid dou - 10 kWh;8.25;48.1227429;11.4340549
Kohlplatte 7;SENEC Home V3 hybrid dou - 7.5 kWh;12.75;49.2189422;10.1998728
Oberasbach;SENEC Home V3 hybrid -5.0 kWh;5.25;49.4325206;10.9711906
Haunsheim;SENEC Home V3 hybrid dou - 7.5 kWh;9.375;48.599048;10.3760695
München;SENEC Home V3 hybrid -5.0 kWh;4.125;48.1892389;11.4842864
Wolfratshausen;SENEC Home V3 hybrid dou - 5.0 kWh;7.875;47.9139845;11.4245772
Ismaning;SENEC Home V3 hybrid dou - 10 kWh;12;48.2320646;11.7067787
Germaring;SENEC Home V3 hybrid dou - 10 kWh;8.625;48.13169389999999;11.3556855
Waiblingen;SENEC Home V3 hybrid dou - 5.0 kWh;9;48.8293399;9.3329481
Eiselfing;SENEC Home V3 hybrid dou - 10 kWh;9.75;48.03961959999999;12.2413317
Leonberg;SENEC Home V3 hybrid dou - 7.5 kWh;8.25;48.8011637;8.997988
Herrenberg;SENEC Home V3 hybrid dou - 5.0 kWh;5.25;48.5879291;8.879328
Tübingen;SENEC Home V3 hybrid -5.0 kWh;7.5;48.5723636;9.0779068
